 35.000   7.000
  0.000  200
   128.000    128.000      0.000
 600    1
   1   94.728   -0.994
   2   94.694   -0.980
   3   94.713   -0.949
   4   94.719   -0.934
   5   94.713   -0.934
   6   94.694   -0.919
   7   94.738   -0.856
   8   94.747   -0.823
   9   94.741   -0.806
  10   94.755   -0.847
  11   94.786   -0.975
  12   94.780   -1.113
  13   94.786   -1.164
  14   94.806   -1.189
  15   94.788   -1.159
  16   94.783   -1.103
  17   94.812   -1.054
  18   94.832   -1.024
  19   94.821   -0.978
  20   94.876   -0.925
  21   94.886   -0.882
  22   94.923   -0.842
  23   94.915   -0.826
  24   94.946   -0.744
  25   94.931   -0.794
  26   94.946   -0.923
  27   94.943   -1.126
  28   94.927   -1.174
  29   94.956   -1.220
  30   94.990   -1.225
  31   94.959   -1.069
  32   94.989   -0.847
  33   94.979   -0.748
  34   95.000   -0.744
  35   94.981   -0.774
  36   94.989   -0.802
  37   94.994   -0.810
  38   94.998   -0.818
  39   95.003   -0.826
  40   95.034   -0.854
  41   95.040   -0.822
  42   95.056   -0.806
  43   95.086   -0.837
  44   95.047   -0.832
  45   95.073   -0.835
  46   95.079   -0.827
  47   95.066   -0.785
  48   95.074   -0.784
  49   95.081   -0.782
  50   95.089   -0.781
  51   95.111   -0.842
  52   95.126   -0.832
  53   95.147   -0.813
  54   95.130   -0.788
  55   95.142   -0.757
  56   95.146   -0.736
  57   95.178   -0.700
  58   95.171   -0.680
  59   95.178   -0.656
  60   95.213   -0.644
  61   95.249   -0.701
  62   95.265   -0.729
  63   95.277   -0.754
  64   95.273   -0.727
  65   95.273   -0.706
  66   95.302   -0.688
  67   95.300   -0.682
  68   95.298   -0.676
  69   95.353   -0.635
  70   95.386   -0.598
  71   95.395   -0.571
  72   95.425   -0.547
  73   95.435   -0.531
  74   95.462   -0.506
  75   95.472   -0.491
  76   95.459   -0.467
  77   95.478   -0.368
  78   95.500   -0.374
  79   95.501   -0.445
  80   95.503   -0.515
  81   95.504   -0.586
  82   95.540   -0.530
  83   95.527   -0.443
  84   95.537   -0.423
  85   95.536   -0.434
  86   95.554   -0.413
  87   95.542   -0.371
  88   95.570   -0.368
  89   95.587   -0.358
  90   95.575   -0.344
  91   95.595   -0.351
  92   95.637   -0.374
  93   95.641   -0.360
  94   95.627   -0.387
  95   95.619   -0.397
  96   95.567   -0.426
  97   95.638   -0.423
  98   95.640   -0.404
  99   95.658   -0.265
 100   95.670   -0.231
 101   95.678   -0.227
 102   95.695   -0.227
 103   95.698   -0.212
 104   95.732   -0.213
 105   95.714   -0.231
 106   95.722   -0.221
 107   95.723   -0.221
 108   95.749   -0.219
 109   95.751   -0.177
 110   95.770   -0.179
 111   95.789   -0.193
 112   95.789   -0.194
 113   95.828   -0.179
 114   95.796   -0.138
 115   95.779   -0.123
 116   95.781   -0.105
 117   95.800   -0.086
 118   95.798   -0.054
 119   95.846   -0.009
 120   95.828    0.004
 121   95.849    0.039
 122   95.891    0.045
 123   95.881    0.111
 124   95.887    0.147
 125   95.852    0.129
 126   95.874    0.160
 127   95.879    0.163
 128   95.910    0.222
 129   95.892    0.293
 130   95.904    0.339
 131   95.913    0.326
 132   95.867    0.012
 133   95.861   -0.024
 134   95.856   -0.060
 135   95.836   -0.020
 136   95.857    0.003
 137   95.825    0.104
 138   95.853    0.122
 139   95.845    0.116
 140   95.838    0.152
 141   95.833    0.150
 142   95.839    0.161
 143   95.838    0.058
 144   95.847   -0.047
 145   95.801   -0.094
 146   95.819   -0.068
 147   95.752   -0.068
 148   95.774    0.012
 149   95.788    0.068
 150   95.784    0.094
 151   95.785    0.080
 152   95.808    0.101
 153   95.823    0.136
 154   95.790    0.141
 155   95.748    0.115
 156   95.745    0.114
 157   95.739    0.071
 158   95.741    0.083
 159   95.768    0.080
 160   95.778    0.092
 161   95.802    0.139
 162   95.820    0.166
 163   95.799    0.203
 164   95.778    0.240
 165   95.778    0.105
 166   95.791    0.112
 167   95.772    0.083
 168   95.792    0.118
 169   95.830    0.119
 170   95.812    0.122
 171   95.818    0.157
 172   95.811    0.224
 173   95.820    0.288
 174   95.816    0.287
 175   95.810    0.265
 176   95.809    0.297
 177   95.803    0.320
 178   95.830    0.381
 179   95.814    0.431
 180   95.832    0.489
 181   95.850    0.486
 182   95.818    0.329
 183   95.786    0.171
 184   95.754    0.014
 185   95.720    0.082
 186   95.744    0.121
 187   95.720    0.131
 188   95.759    0.156
 189   95.766    0.229
 190   95.753    0.269
 191   95.741    0.250
 192   95.746    0.241
 193   95.759    0.159
 194   95.741    0.105
 195   95.734    0.073
 196   95.684    0.027
 197   95.676    0.047
 198   95.689    0.120
 199   95.679    0.161
 200   95.698    0.174
 201   95.689    0.175
 202   95.701    0.199
 203   95.698    0.220
 204   95.671    0.212
 205   95.671    0.174
 206   95.683    0.194
 207   95.660    0.188
 208   95.673    0.218
 209   95.674    0.230
 210   95.669    0.231
 211   95.692    0.224
 212   95.689    0.235
 213   95.687    0.269
 214   95.672    0.275
 215   95.648    0.203
 216   95.658    0.188
 217   95.639    0.191
 218   95.648    0.213
 219   95.681    0.235
 220   95.645    0.252
 221   95.690    0.265
 222   95.685    0.276
 223   95.684    0.283
 224   95.692    0.283
 225   95.674    0.274
 226   95.676    0.284
 227   95.685    0.317
 228   95.679    0.367
 229   95.702    0.421
 230   95.702    0.426
 231   95.689    0.501
 232   95.712    0.523
 233   95.644    0.496
 234   95.631    0.360
 235   95.618    0.224
 236   95.605    0.088
 237   95.613    0.168
 238   95.610    0.189
 239   95.605    0.225
 240   95.631    0.254
 241   95.631    0.290
 242   95.641    0.297
 243   95.612    0.274
 244   95.623    0.235
 245   95.577    0.133
 246   95.599    0.115
 247   95.543    0.063
 248   95.539    0.203
 249   95.554    0.209
 250   95.561    0.253
 251   95.551    0.260
 252   95.525    0.280
 253   95.494    0.232
 254   95.542    0.241
 255   95.508    0.167
 256   95.504    0.157
 257   95.488    0.152
 258   95.495    0.174
 259   95.511    0.196
 260   95.517    0.215
 261   95.523    0.219
 262   95.541    0.269
 263   95.557    0.360
 264   95.555    0.401
 265   95.557    0.443
 266   95.523    0.421
 267   95.506    0.222
 268   95.503    0.214
 269   95.509    0.234
 270   95.526    0.269
 271   95.527    0.288
 272   95.562    0.291
 273   95.578    0.286
 274   95.560    0.288
 275   95.536    0.252
 276   95.535    0.254
 277   95.495    0.115
 278   95.535    0.240
 279   95.541    0.302
 280   95.523    0.318
 281   95.568    0.396
 282   95.533    0.407
 283   95.530    0.381
 284   95.493    0.240
 285   95.474    0.039
 286   95.484    0.087
 287   95.443    0.134
 288   95.464    0.165
 289   95.473    0.165
 290   95.460    0.166
 291   95.461    0.180
 292   95.472    0.214
 293   95.474    0.205
 294   95.451    0.175
 295   95.394    0.069
 296   95.389    0.004
 297   95.408   -0.074
 298   95.393   -0.091
 299   95.414    0.131
 300   95.406    0.172
 301   95.382    0.228
 302   95.431    0.224
 303   95.421    0.233
 304   95.418    0.200
 305   95.375    0.125
 306   95.383    0.100
 307   95.356    0.022
 308   95.360    0.026
 309   95.369    0.041
 310   95.376    0.060
 311   95.387    0.094
 312   95.403    0.158
 313   95.404    0.251
 314   95.410    0.284
 315   95.370    0.138
 316   95.375    0.117
 317   95.361    0.070
 318   95.350     0.10
 319   95.371    0.141
 320   95.384    0.182
 321   95.406    0.207
 322   95.407    0.224
 323   95.431    0.233
 324   95.424    0.219
 325   95.403    0.182
 326   95.406    0.181
 327   95.386    0.193
 328   95.405    0.220
 329   95.401    0.252
 330   95.395    0.272
 331   95.411    0.332
 332   95.409    0.302
 333   95.392    0.171
 334   95.376    0.039
 335   95.359   -0.093
 336   95.332   -0.020
 337   95.329    0.068
 338   95.332    0.104
 339   95.346    0.133
 340   95.353    0.154
 341   95.368    0.160
 342   95.332    0.153
 343   95.351    0.137
 344   95.355    0.096
 345   95.311   -0.054
 346   95.309   -0.101
 347   95.303   -0.229
 348   95.292   -0.250
 349   95.323   -0.124
 350   95.303   -0.039
 351   95.303    0.078
 352   95.301    0.087
 353   95.305    0.069
 354   95.318    0.059
 355   95.237   -0.046
 356   95.240   -0.037
 357   95.261   -0.046
 358   95.261   -0.035
 359   95.276   -0.022
 360   95.251   -0.009
 361   95.356    0.021
 362   95.330    0.050
 363   95.343    0.053
 364   95.311   -0.009
 365   95.286   -0.194
 366   95.270   -0.177
 367   95.274   -0.181
 368   95.296   -0.109
 369   95.308   -0.065
 370   95.328   -0.037
 371   95.324    0.001
 372   95.346    0.016
 373   95.373    0.052
 374   95.370    0.055
 375   95.349    0.021
 376   95.350    0.024
 377   95.357    0.043
 378   95.382    0.049
 379   95.393    0.130
 380   95.372    0.162
 381   95.391    0.219
 382   95.356    0.067
 383   95.322   -0.085
 384   95.287   -0.237
 385   95.347   -0.145
 386   95.308   -0.105
 387   95.308   -0.079
 388   95.334   -0.028
 389   95.339   -0.041
 390   95.323   -0.013
 391   95.309   -0.019
 392   95.346    0.002
 393   95.345   -0.009
 394   95.332   -0.064
 395   95.337   -0.108
 396   95.304   -0.172
 397   95.288   -0.281
 398   95.294   -0.269
 399   95.264   -0.239
 400   95.280   -0.157
 401   95.273   -0.066
 402   95.240   -0.079
 403   95.288   -0.092
 404   95.296   -0.139
 405   95.271   -0.170
 406   95.240   -0.168
 407   95.242   -0.169
 408   95.245   -0.158
 409   95.271   -0.097
 410   95.285   -0.059
 411   95.285   -0.018
 412   95.276    0.014
 413   95.293    0.000
 414   95.320   -0.070
 415   95.267   -0.197
 416   95.249   -0.226
 417   95.283   -0.196
 418   95.290   -0.167
 419   95.268   -0.147
 420   95.261   -0.111
 421   95.272   -0.094
 422   95.291   -0.094
 423   95.315   -0.019
 424   95.293   -0.001
 425   95.315    0.004
 426   95.338    0.019
 427   95.281    0.046
 428   95.282    0.077
 429   95.297    0.134
 430   95.340    0.152
 431   95.345    0.165
 432   95.310   -0.043
 433   95.315   -0.190
 434   95.269   -0.242
 435   95.272   -0.169
 436   95.211   -0.145
 437   95.249   -0.119
 438   95.242   -0.096
 439   95.236   -0.123
 440   95.251   -0.057
 441   95.250   -0.076
 442   95.307   -0.079
 443   95.290   -0.143
 444   95.269   -0.164
 445   95.270   -0.168
 446   95.229   -0.210
 447   95.314   -0.236
 448   95.207   -0.216
 449   95.235   -0.315
 450   95.216   -0.253
 451   95.270   -0.087
 452   95.258   -0.116
 453   95.275   -0.108
 454   95.258   -0.168
 455   95.227   -0.241
 456   95.196   -0.279
 457   95.152   -0.280
 458   95.119   -0.280
 459   95.192   -0.241
 460   95.208   -0.236
 461   95.251   -0.204
 462   95.271   -0.205
 463   95.247   -0.308
 464   95.227   -0.387
 465   95.206   -0.446
 466   95.197   -0.387
 467   95.159   -0.358
 468   95.193   -0.332
 469   95.087   -0.268
 470   95.223   -0.183
 471   95.194   -0.205
 472   95.263   -0.204
 473   95.098   -0.240
 474   95.253   -0.200
 475   95.249   -0.202
 476   95.231   -0.205
 477   95.136   -0.166
 478   94.994   -0.156
 479   95.244   -0.017
 480   95.169   -0.143
 481   95.094   -0.269
 482   95.018   -0.395
 483   95.208   -0.389
 484   95.167   -0.414
 485   94.919   -0.394
 486   95.030   -0.343
 487   95.029   -0.298
 488   95.125   -0.287
 489   95.041   -0.318
 490   95.075   -0.295
 491   95.186   -0.290
 492   95.224   -0.291
 493   95.153   -0.326
 494   95.217   -0.362
 495   94.780   -0.569
 496   94.841   -0.529
 497   94.902   -0.490
 498   94.963   -0.450
 499   95.023   -0.410
 500   95.078   -0.433
 501   95.147   -0.252
 502   95.163   -0.158
 503   95.182   -0.221
 504   95.145   -0.300
 505   94.936   -0.426
 506   95.114   -0.366
 507   94.650   -0.530
 508   94.999   -0.420
 509   94.913   -0.394
 510   95.157   -0.325
 511   95.139   -0.270
 512   95.221   -0.266
 513   95.143   -0.409
 514   95.098   -0.470
 515   94.707   -0.729
 516   94.808   -0.673
 517   94.706   -0.662
 518   95.000   -0.468
 519   94.617   -0.628
 520   94.780   -0.549
 521   95.092   -0.371
 522   95.185   -0.315
 523   95.003   -0.385
 524   95.110   -0.354
 525   94.736   -0.536
 526   94.812   -0.503
 527   94.757   -0.511
 528   94.841   -0.468
 529   94.802   -0.539
 530   94.762   -0.610
 531   94.722   -0.681
 532   94.682   -0.752
 533   94.774   -0.527
 534   94.722   -0.587
 535   94.482   -0.734
 536   94.754   -0.660
 537   94.504   -0.773
 538   94.749   -0.564
 539   94.416   -0.692
 540   94.684   -0.530
 541   94.624   -0.589
 542   94.689   -0.563
 543   94.534   -0.782
 544   94.594   -0.800
 545   94.473   -0.834
 546   94.773   -0.668
 547   94.419   -0.819
 548   94.551   -0.731
 549   94.464   -0.735
 550   94.747   -0.635
 551   94.498   -0.809
 552   94.749   -0.706
 553   94.502   -0.820
 554   94.514   -0.823
 555   94.458   -0.817
 556   94.594   -0.729
 557   94.492   -0.791
 558   94.526   -0.767
 559   94.519   -0.729
 560   94.592   -0.656
 561   94.567   -0.740
 562   94.782   -0.600
 563   94.498   -0.979
 564   94.551   -0.976
 565   94.519   -0.949
 566   94.680   -0.839
 567   94.550   -0.870
 568   94.587   -0.860
 569   94.593   -0.830
 570   94.598   -0.809
