 35.000   7.000
  0.000  200
   128.000    128.000      0.000
 600    1
   1   93.721   -0.812
   2   93.770   -0.860
   3   93.676   -0.839
   4   93.692   -0.849
   5   93.674   -0.866
   6   93.692   -0.878
   7   93.707   -0.864
   8   93.697   -0.887
   9   93.723   -0.947
  10   93.707   -0.975
  11   93.724   -0.922
  12   93.695   -0.935
  13   93.735   -0.925
  14   93.733   -0.908
  15   93.746   -0.840
  16   93.734   -0.801
  17   93.749   -0.785
  18   93.765   -0.769
  19   93.780   -0.753
  20   93.819   -0.981
  21   93.802   -1.083
  22   93.798   -1.137
  23   93.798   -1.186
  24   93.802   -1.109
  25   93.812   -1.047
  26   93.818   -1.008
  27   93.819   -0.955
  28   93.854   -0.897
  29   93.872   -0.857
  30   93.896   -0.819
  31   93.919   -0.801
  32   93.943   -0.767
  33   93.915   -0.763
  34   93.927   -0.818
  35   93.928   -0.894
  36   93.904   -1.014
  37   93.880   -1.134
  38   93.960   -1.234
  39   93.938   -1.108
  40   93.970   -0.868
  41   93.957   -0.699
  42   93.972   -0.717
  43   93.966   -0.743
  44   93.965   -0.764
  45   93.919   -0.788
  46   94.015   -0.796
  47   93.985   -0.783
  48   93.973   -0.794
  49   93.998   -0.775
  50   94.023   -0.765
  51   94.020   -0.819
  52   94.044   -0.816
  53   94.024   -0.822
  54   94.030   -0.801
  55   94.003   -0.758
  56   93.993   -0.776
  57   94.056   -0.725
  58   94.048   -0.727
  59   94.056   -0.764
  60   94.048   -0.772
  61   94.073   -0.777
  62   94.070   -0.768
  63   94.089   -0.760
  64   94.087   -0.744
  65   94.099   -0.710
  66   94.112   -0.702
  67   94.131   -0.647
  68   94.151   -0.622
  69   94.180   -0.582
  70   94.191   -0.579
  71   94.190   -0.698
  72   94.182   -0.690
  73   94.205   -0.657
  74   94.216   -0.655
  75   94.228   -0.653
  76   94.239   -0.650
  77   94.276   -0.599
  78   94.296   -0.579
  79   94.313   -0.548
  80   94.323   -0.531
  81   94.360   -0.513
  82   94.380   -0.491
  83   94.392   -0.481
  84   94.382   -0.470
  85   94.373   -0.458
  86   94.387   -0.316
  87   94.405   -0.270
  88   94.432   -0.334
  89   94.460   -0.397
  90   94.435   -0.505
  91   94.438   -0.470
  92   94.433   -0.401
  93   94.467   -0.390
  94   94.466   -0.365
  95   94.455   -0.354
  96   94.469   -0.343
  97   94.491   -0.319
  98   94.504   -0.331
  99   94.529   -0.323
 100   94.546   -0.319
 101   94.529   -0.350
 102   94.539   -0.350
 103   94.526   -0.392
 104   94.522   -0.371
 105   94.576   -0.381
 106   94.550   -0.370
 107   94.586   -0.262
 108   94.576   -0.204
 109   94.572   -0.195
 110   94.595   -0.187
 111   94.592   -0.187
 112   94.602   -0.179
 113   94.589   -0.209
 114   94.611   -0.197
 115   94.598   -0.209
 116   94.620   -0.202
 117   94.636   -0.161
 118   94.641   -0.155
 119   94.666   -0.177
 120   94.695   -0.172
 121   94.699   -0.126
 122   94.691   -0.079
 123   94.671   -0.090
 124   94.667   -0.082
 125   94.669   -0.076
 126   94.684   -0.040
 127   94.710    0.001
 128   94.727    0.017
 129   94.716    0.042
 130   94.764    0.063
 131   94.762    0.137
 132   94.752    0.198
 133   94.777    0.186
 134   94.744    0.208
 135   94.746    0.184
 136   94.765    0.231
 137   94.790    0.298
 138   94.796    0.334
 139   94.808    0.395
 140   94.786    0.325
 141   94.768    0.184
 142   94.753   -0.029
 143   94.712   -0.060
 144   94.728   -0.035
 145   94.716    0.093
 146   94.731    0.122
 147   94.764    0.142
 148   94.753    0.182
 149   94.750    0.203
 150   94.749    0.199
 151   94.774    0.115
 152   94.743    0.006
 153   94.693   -0.110
 154   94.709   -0.069
 155   94.696   -0.043
 156   94.687    0.072
 157   94.696    0.088
 158   94.700    0.101
 159   94.700    0.104
 160   94.714    0.117
 161   94.688    0.144
 162   94.683    0.155
 163   94.663    0.138
 164   94.682    0.157
 165   94.694    0.126
 166   94.685    0.151
 167   94.705    0.147
 168   94.712    0.171
 169   94.726    0.188
 170   94.739    0.225
 171   94.722    0.270
 172   94.756    0.312
 173   94.693    0.146
 174   94.706    0.155
 175   94.697    0.106
 176   94.731    0.140
 177   94.721    0.144
 178   94.742    0.152
 179   94.718    0.162
 180   94.751    0.230
 181   94.744    0.290
 182   94.755    0.317
 183   94.731    0.302
 184   94.733    0.326
 185   94.745    0.339
 186   94.733    0.373
 187   94.748    0.440
 188   94.762    0.479
 189   94.775    0.557
 190   94.738    0.589
 191   94.718    0.312
 192   94.697    0.036
 193   94.679    0.069
 194   94.677    0.111
 195   94.678    0.156
 196   94.698    0.192
 197   94.714    0.265
 198   94.711    0.295
 199   94.693    0.276
 200   94.699    0.261
 201   94.706    0.188
 202   94.683    0.147
 203   94.663    0.113
 204   94.667    0.108
 205   94.662    0.104
 206   94.642    0.197
 207   94.661    0.201
 208   94.665    0.216
 209   94.654    0.226
 210   94.663    0.238
 211   94.639    0.245
 212   94.621    0.233
 213   94.605    0.188
 214   94.615    0.198
 215   94.598    0.183
 216   94.601    0.218
 217   94.634    0.243
 218   94.643    0.259
 219   94.652    0.265
 220   94.685    0.262
 221   94.679    0.326
 222   94.659    0.359
 223   94.646    0.357
 224   94.644    0.349
 225   94.627    0.293
 226   94.644    0.318
 227   94.651    0.335
 228   94.679    0.361
 229   94.686    0.365
 230   94.667    0.350
 231   94.670    0.322
 232   94.666    0.315
 233   94.640    0.272
 234   94.646    0.310
 235   94.657    0.344
 236   94.670    0.373
 237   94.674    0.431
 238   94.685    0.459
 239   94.705    0.502
 240   94.676    0.529
 241   94.677    0.590
 242   94.678    0.549
 243   94.636    0.330
 244   94.594    0.110
 245   94.588    0.191
 246   94.582    0.238
 247   94.661    0.291
 248   94.622    0.311
 249   94.590    0.317
 250   94.602    0.342
 251   94.623    0.300
 252   94.601    0.256
 253   94.580    0.161
 254   94.594    0.223
 255   94.567    0.168
 256   94.551    0.286
 257   94.578    0.287
 258   94.589    0.270
 259   94.540    0.287
 260   94.548    0.336
 261   94.547    0.303
 262   94.550    0.323
 263   94.523    0.261
 264   94.532    0.258
 265   94.507    0.207
 266   94.525    0.233
 267   94.546    0.238
 268   94.542    0.259
 269   94.549    0.260
 270   94.559    0.290
 271   94.566    0.342
 272   94.574    0.397
 273   94.548    0.433
 274   94.541    0.476
 275   94.541    0.310
 276   94.542    0.278
 277   94.553    0.286
 278   94.583    0.343
 279   94.559    0.352
 280   94.570    0.354
 281   94.601    0.351
 282   94.588    0.361
 283   94.571    0.361
 284   94.582    0.365
 285   94.539    0.244
 286   94.577    0.306
 287   94.561    0.340
 288   94.569    0.352
 289   94.577    0.391
 290   94.558    0.444
 291   94.567    0.486
 292   94.578    0.470
 293   94.515    0.115
 294   94.536    0.110
 295   94.495    0.132
 296   94.488    0.203
 297   94.510    0.235
 298   94.515    0.242
 299   94.503    0.268
 300   94.508    0.271
 301   94.522    0.258
 302   94.515    0.244
 303   94.465    0.143
 304   94.474    0.082
 305   94.451   -0.008
 306   94.458    0.031
 307   94.455    0.269
 308   94.480    0.224
 309   94.465    0.249
 310   94.470    0.235
 311   94.456    0.246
 312   94.453    0.241
 313   94.449    0.194
 314   94.435    0.185
 315   94.435    0.108
 316   94.433    0.069
 317   94.438    0.125
 318   94.455    0.139
 319   94.471    0.174
 320   94.490    0.238
 321   94.504    0.318
 322   94.493    0.366
 323   94.436    0.304
 324   94.450    0.280
 325   94.428    0.150
 326   94.420    0.182
 327   94.450    0.214
 328   94.447    0.242
 329   94.469    0.245
 330   94.488    0.266
 331   94.488    0.282
 332   94.495    0.271
 333   94.472    0.234
 334   94.466    0.246
 335   94.443    0.239
 336   94.467    0.279
 337   94.471    0.331
 338   94.477    0.320
 339   94.512    0.371
 340   94.500    0.404
 341   94.522    0.523
 342   94.460    0.146
 343   94.397   -0.038
 344   94.425   -0.017
 345   94.404    0.075
 346   94.427    0.139
 347   94.430    0.118
 348   94.455    0.226
 349   94.432    0.234
 350   94.443    0.226
 351   94.448    0.207
 352   94.429    0.163
 353   94.399    0.027
 354   94.428   -0.005
 355   94.364   -0.192
 356   94.377   -0.189
 357   94.448   -0.026
 358   94.387    0.050
 359   94.402    0.145
 360   94.397    0.149
 361   94.413    0.133
 362   94.405    0.132
 363   94.400    0.053
 364   94.362    0.051
 365   94.368    0.030
 366   94.368    0.046
 367   94.370    0.022
 368   94.360    0.032
 369   94.435    0.051
 370   94.430    0.083
 371   94.451    0.132
 372   94.414    0.130
 373   94.423   -0.025
 374   94.376   -0.049
 375   94.357   -0.110
 376   94.389   -0.026
 377   94.430    0.033
 378   94.435    0.061
 379   94.447    0.101
 380   94.456    0.135
 381   94.464    0.159
 382   94.459    0.137
 383   94.456    0.101
 384   94.460    0.113
 385   94.436    0.143
 386   94.471    0.154
 387   94.475    0.211
 388   94.461    0.226
 389   94.485    0.274
 390   94.476    0.308
 391   94.461    0.153
 392   94.434   -0.163
 393   94.404   -0.143
 394   94.426   -0.101
 395   94.381   -0.027
 396   94.412    0.013
 397   94.413    0.019
 398   94.424    0.034
 399   94.418    0.064
 400   94.444    0.093
 401   94.428    0.123
 402   94.431    0.058
 403   94.423    0.014
 404   94.412   -0.067
 405   94.397   -0.189
 406   94.383   -0.200
 407   94.355   -0.127
 408   94.389   -0.043
 409   94.347    0.026
 410   94.359   -0.005
 411   94.325   -0.054
 412   94.424   -0.065
 413   94.375   -0.086
 414   94.339   -0.078
 415   94.337   -0.041
 416   94.350   -0.099
 417   94.371   -0.038
 418   94.381   -0.005
 419   94.353    0.044
 420   94.376    0.067
 421   94.383    0.091
 422   94.398    0.101
 423   94.360   -0.014
 424   94.349   -0.139
 425   94.356   -0.134
 426   94.365   -0.096
 427   94.355   -0.080
 428   94.348   -0.029
 429   94.366    -0.01
 430   94.375   -0.000
 431   94.396    0.064
 432   94.377    0.079
 433   94.375    0.082
 434   94.401    0.089
 435   94.337    0.099
 436   94.305    0.114
 437   94.340    0.175
 438   94.376    0.185
 439   94.358    0.249
 440   94.364    0.108
 441   94.414   -0.071
 442   94.390   -0.150
 443   94.335   -0.139
 444   94.303   -0.104
 445   94.283   -0.086
 446   94.258   -0.062
 447   94.223   -0.029
 448   94.320   -0.007
 449   94.365    0.008
 450   94.395    0.020
 451   94.354   -0.012
 452   94.370   -0.077
 453   94.316   -0.115
 454   94.296   -0.094
 455   94.356   -0.173
 456   94.243   -0.179
 457   94.350   -0.240
 458   94.329   -0.129
 459   94.326    0.037
 460   94.319   -0.017
 461   94.321   -0.016
 462   94.346   -0.040
 463   94.291   -0.111
 464   94.275   -0.196
 465   94.141   -0.244
 466   94.047   -0.244
 467   94.230   -0.200
 468   94.280   -0.181
 469   94.300   -0.148
 470   94.329   -0.095
 471   94.342   -0.127
 472   94.308   -0.222
 473   94.140   -0.391
 474   94.159   -0.354
 475   94.240   -0.277
 476   94.229   -0.261
 477   94.087   -0.217
 478   94.283   -0.139
 479   94.296   -0.143
 480   94.326   -0.144
 481   94.160   -0.169
 482   94.312   -0.121
 483   94.290   -0.136
 484   94.267   -0.149
 485   94.155   -0.149
 486   94.063   -0.118
 487   94.257    0.049
 488   94.217    0.081
 489   94.193    0.022
 490   94.286   -0.130
 491   94.240   -0.348
 492   94.266   -0.383
 493   94.021   -0.359
 494   94.239   -0.241
 495   94.171   -0.210
 496   94.184   -0.206
 497   94.170   -0.214
 498   94.221   -0.193
 499   94.219   -0.196
 500   94.271   -0.185
 501   94.191   -0.277
 502   94.258   -0.247
 503   94.184   -0.339
 504   94.173   -0.323
 505   94.142   -0.345
 506   94.112   -0.367
 507   94.082   -0.390
 508   94.113   -0.367
 509   94.136   -0.189
 510   94.216   -0.049
 511   94.197   -0.111
 512   94.218   -0.142
 513   93.900   -0.389
 514   94.147   -0.277
 515   93.736   -0.439
 516   93.960   -0.377
 517   93.910   -0.366
 518   94.136   -0.284
 519   94.041   -0.268
 520   94.188   -0.198
 521   94.086   -0.284
 522   94.178   -0.297
 523   93.784   -0.632
 524   94.093   -0.484
 525   93.741   -0.615
 526   93.988   -0.426
 527   93.662   -0.536
 528   94.019   -0.350
 529   94.094   -0.274
 530   94.220   -0.228
 531   93.974   -0.334
 532   94.083   -0.311
 533   93.788   -0.452
 534   94.098   -0.338
 535   93.617   -0.557
 536   93.797   -0.461
 537   93.707   -0.383
 538   93.718   -0.458
 539   93.728   -0.533
 540   93.739   -0.607
 541   93.810   -0.514
 542   93.727   -0.543
 543   93.525   -0.692
 544   93.788   -0.589
 545   93.547   -0.723
 546   93.780   -0.508
 547   93.464   -0.600
 548   93.709   -0.469
 549   93.638   -0.516
 550   93.859   -0.386
 551   93.590   -0.626
 552   93.625   -0.656
 553   93.517   -0.780
 554   93.776   -0.635
 555   93.485   -0.775
 556   93.563   -0.715
 557   93.512   -0.694
 558   93.766   -0.603
 559   93.528   -0.745
 560   93.781   -0.638
 561   93.518   -0.773
 562   93.515   -0.781
 563   93.507   -0.749
 564   93.633   -0.669
 565   93.519   -0.754
 566   93.609   -0.699
 567   93.538   -0.689
 568   93.626   -0.633
 569   93.619   -0.618
 570   93.798   -0.485
 571   93.581   -0.825
 572   93.569   -0.921
 573   93.573   -0.925
