 35.000   7.000
  0.000  200
   128.000    128.000      0.000
 600    1
   1   94.623   -0.976
   2   94.582   -0.979
   3   94.642   -0.953
   4   94.618   -0.939
   5   94.629   -0.936
   6   94.630   -0.921
   7   94.653   -0.866
   8   94.673   -0.834
   9   94.678   -0.824
  10   94.644   -0.862
  11   94.724   -1.015
  12   94.729   -1.136
  13   94.727   -1.161
  14   94.730   -1.193
  15   94.713   -1.156
  16   94.732   -1.101
  17   94.766   -1.052
  18   94.792   -1.031
  19   94.786   -0.985
  20   94.844   -0.930
  21   94.848   -0.882
  22   94.890   -0.846
  23   94.911   -0.835
  24   94.920   -0.750
  25   94.905   -0.830
  26   94.935   -0.917
  27   94.926   -1.132
  28   94.918   -1.183
  29   94.943   -1.229
  30   94.986   -1.231
  31   94.950   -1.128
  32   94.988   -0.855
  33   94.988   -0.749
  34   95.004   -0.744
  35   94.974   -0.771
  36   95.011   -0.801
  37   95.023   -0.822
  38   95.035   -0.843
  39   95.027   -0.847
  40   95.037   -0.863
  41   95.066   -0.830
  42   95.082   -0.806
  43   95.102   -0.840
  44   95.051   -0.828
  45   95.083   -0.828
  46   95.093   -0.819
  47   95.069   -0.790
  48   95.111   -0.839
  49   95.131   -0.808
  50   95.114   -0.799
  51   95.138   -0.850
  52   95.144   -0.832
  53   95.192   -0.823
  54   95.179   -0.792
  55   95.172   -0.756
  56   95.179   -0.739
  57   95.211   -0.701
  58   95.228   -0.682
  59   95.241   -0.657
  60   95.278   -0.648
  61   95.309   -0.710
  62   95.350   -0.763
  63   95.366   -0.756
  64   95.349   -0.727
  65   95.377   -0.704
  66   95.412   -0.687
  67   95.363   -0.682
  68   95.419   -0.675
  69   95.443   -0.639
  70   95.483   -0.603
  71   95.513   -0.569
  72   95.549   -0.549
  73   95.581   -0.535
  74   95.584   -0.514
  75   95.588   -0.510
  76   95.613   -0.483
  77   95.620   -0.385
  78   95.658   -0.406
  79   95.645   -0.484
  80   95.633   -0.562
  81   95.620   -0.640
  82   95.706   -0.538
  83   95.660   -0.466
  84   95.698   -0.438
  85   95.694   -0.426
  86   95.717   -0.406
  87   95.705   -0.371
  88   95.742   -0.369
  89   95.756   -0.359
  90   95.748   -0.348
  91   95.763   -0.365
  92   95.813   -0.381
  93   95.843   -0.365
  94   95.814   -0.393
  95   95.817   -0.416
  96   95.725   -0.443
  97   95.818   -0.438
  98   95.816   -0.424
  99   95.843   -0.289
 100   95.864   -0.252
 101   95.892   -0.238
 102   95.920   -0.237
 103   95.922   -0.216
 104   95.946   -0.221
 105   95.924   -0.245
 106   95.938   -0.230
 107   95.917   -0.224
 108   95.967   -0.228
 109   95.961   -0.194
 110   96.010   -0.196
 111   96.028   -0.208
 112   96.016   -0.207
 113   96.064   -0.185
 114   96.029   -0.144
 115   95.992   -0.129
 116   96.027   -0.114
 117   96.034   -0.094
 118   96.022   -0.070
 119   96.063   -0.034
 120   96.058    0.003
 121   96.101    0.027
 122   96.128    0.035
 123   96.130    0.081
 124   96.147    0.150
 125   96.124    0.153
 126   96.139    0.166
 127   96.124    0.154
 128   96.159    0.215
 129   96.165    0.293
 130   96.156    0.342
 131   96.197    0.367
 132   96.147    0.122
 133   96.102   -0.073
 134   96.103   -0.086
 135   96.079   -0.024
 136   96.079   -0.002
 137   96.056    0.097
 138   96.110    0.105
 139   96.098    0.116
 140   96.096    0.137
 141   96.081    0.118
 142   96.084    0.132
 143   96.096    0.045
 144   96.098   -0.052
 145   96.026   -0.110
 146   96.035   -0.084
 147   96.013   -0.068
 148   96.000   -0.000
 149   96.024    0.061
 150   96.024    0.083
 151   95.993    0.063
 152   96.037    0.076
 153   96.023    0.092
 154   95.999    0.102
 155   95.979    0.104
 156   95.992    0.112
 157   95.982    0.094
 158   95.993    0.112
 159   96.000    0.084
 160   96.014    0.103
 161   96.018    0.099
 162   96.025    0.121
 163   96.017    0.138
 164   96.009    0.156
 165   96.000    0.174
 166   96.023    0.104
 167   95.993    0.065
 168   96.031    0.091
 169   96.049    0.101
 170   96.055    0.115
 171   96.061    0.142
 172   96.076    0.231
 173   96.075    0.278
 174   96.090    0.299
 175   96.053    0.279
 176   96.042    0.291
 177   96.035    0.311
 178   96.041    0.345
 179   96.066    0.424
 180   96.068    0.489
 181   96.119    0.504
 182   96.081    0.332
 183   96.044    0.159
 184   96.006   -0.014
 185   95.951    0.079
 186   95.951    0.119
 187   95.957    0.135
 188   95.988    0.154
 189   95.975    0.230
 190   96.010    0.253
 191   95.954    0.243
 192   95.973    0.226
 193   95.975    0.178
 194   95.970    0.111
 195   95.921    0.053
 196   95.887    0.003
 197   95.852    0.024
 198   95.868    0.069
 199   95.861    0.161
 200   95.895    0.188
 201   95.901    0.191
 202   95.900    0.207
 203   95.892    0.218
 204   95.845    0.195
 205   95.841    0.165
 206   95.858    0.172
 207   95.823    0.161
 208   95.843    0.187
 209   95.897    0.233
 210   95.890    0.237
 211   95.905    0.231
 212   95.913    0.240
 213   95.895    0.276
 214   95.886    0.274
 215   95.858    0.228
 216   95.864    0.202
 217   95.856    0.210
 218   95.852    0.230
 219   95.880    0.243
 220   95.849    0.265
 221   95.891    0.261
 222   95.888    0.259
 223   95.878    0.262
 224   95.887    0.268
 225   95.862    0.248
 226   95.893    0.273
 227   95.862    0.298
 228   95.861    0.336
 229   95.870    0.373
 230   95.888    0.404
 231   95.889    0.487
 232   95.924    0.512
 233   95.889    0.413
 234   95.853    0.314
 235   95.817    0.215
 236   95.781    0.116
 237   95.771    0.166
 238   95.784    0.181
 239   95.800    0.222
 240   95.828    0.243
 241   95.813    0.264
 242   95.815    0.272
 243   95.777    0.260
 244   95.792    0.226
 245   95.766    0.156
 246   95.762    0.086
 247   95.706    0.028
 248   95.699    0.139
 249   95.707    0.146
 250   95.709    0.233
 251   95.703    0.226
 252   95.691    0.269
 253   95.684    0.255
 254   95.706    0.244
 255   95.643    0.159
 256   95.637    0.135
 257   95.630    0.117
 258   95.634    0.154
 259   95.660    0.172
 260   95.671    0.195
 261   95.690    0.207
 262   95.688    0.256
 263   95.701    0.345
 264   95.705    0.387
 265   95.693    0.415
 266   95.695    0.381
 267   95.641    0.237
 268   95.630    0.197
 269   95.704    0.248
 270   95.685    0.301
 271   95.707    0.287
 272   95.729    0.289
 273   95.744    0.292
 274   95.709    0.294
 275   95.698    0.257
 276   95.715    0.256
 277   95.627    0.115
 278   95.693    0.227
 279   95.691    0.299
 280   95.668    0.314
 281   95.761    0.396
 282   95.682    0.420
 283   95.714    0.364
 284   95.635    0.210
 285   95.613    0.126
 286   95.590    0.041
 287   95.591    0.132
 288   95.603    0.165
 289   95.638    0.190
 290   95.607    0.190
 291   95.598    0.201
 292   95.601    0.206
 293   95.586    0.188
 294   95.597    0.166
 295   95.520    0.066
 296   95.533    0.027
 297   95.524   -0.049
 298   95.503   -0.065
 299   95.524    0.136
 300   95.534    0.163
 301   95.511    0.206
 302   95.547    0.214
 303   95.527    0.215
 304   95.527    0.184
 305   95.481    0.109
 306   95.499    0.079
 307   95.499    0.043
 308   95.490    0.035
 309   95.502    0.075
 310   95.510    0.091
 311   95.516    0.114
 312   95.508    0.167
 313   95.542    0.242
 314   95.554    0.303
 315   95.478    0.160
 316   95.475    0.109
 317   95.451    0.036
 318   95.446    0.070
 319   95.478    0.145
 320   95.499    0.167
 321   95.515    0.196
 322   95.523    0.214
 323   95.538    0.216
 324   95.539    0.191
 325   95.528    0.159
 326   95.524    0.170
 327   95.511    0.181
 328   95.532    0.225
 329   95.546    0.262
 330   95.513    0.278
 331   95.542    0.335
 332   95.529    0.299
 333   95.495    0.081
 334   95.461   -0.136
 335   95.441   -0.046
 336   95.408   -0.030
 337   95.422    0.029
 338   95.423    0.090
 339   95.446    0.132
 340   95.455    0.143
 341   95.458    0.147
 342   95.423    0.134
 343   95.422    0.105
 344   95.445    0.043
 345   95.394   -0.084
 346   95.378   -0.133
 347   95.353   -0.277
 348   95.389   -0.260
 349   95.396   -0.129
 350   95.401   -0.031
 351   95.405    0.111
 352   95.379    0.080
 353   95.415    0.053
 354   95.408    0.052
 355   95.306   -0.057
 356   95.318   -0.050
 357   95.331   -0.061
 358   95.341   -0.047
 359   95.327   -0.038
 360   95.309   -0.024
 361   95.441    0.006
 362   95.426    0.034
 363   95.466    0.032
 364   95.415   -0.021
 365   95.395   -0.182
 366   95.352   -0.161
 367   95.355   -0.165
 368   95.381   -0.105
 369   95.413   -0.057
 370   95.455   -0.020
 371   95.435    0.011
 372   95.461    0.030
 373   95.498    0.055
 374   95.470    0.047
 375   95.446     0.01
 376   95.451    0.011
 377   95.462    0.038
 378   95.511    0.041
 379   95.494    0.129
 380   95.493    0.161
 381   95.491    0.197
 382   95.476    0.069
 383   95.461   -0.060
 384   95.446   -0.189
 385   95.438   -0.147
 386   95.407   -0.103
 387   95.404   -0.082
 388   95.432   -0.050
 389   95.425   -0.045
 390   95.423   -0.019
 391   95.427   -0.013
 392   95.456    0.008
 393   95.450   -0.017
 394   95.422   -0.064
 395   95.433   -0.106
 396   95.406   -0.176
 397   95.375   -0.283
 398   95.337   -0.283
 399   95.401   -0.206
 400   95.363   -0.110
 401   95.349   -0.084
 402   95.301   -0.098
 403   95.408   -0.101
 404   95.382   -0.149
 405   95.333   -0.180
 406   95.314   -0.181
 407   95.271   -0.183
 408   95.316   -0.165
 409   95.351   -0.102
 410   95.379   -0.086
 411   95.387   -0.026
 412   95.405   -0.004
 413   95.396   -0.026
 414   95.398   -0.091
 415   95.370   -0.197
 416   95.308   -0.257
 417   95.345   -0.218
 418   95.325   -0.187
 419   95.328   -0.154
 420   95.340   -0.120
 421   95.377   -0.102
 422   95.378   -0.092
 423   95.404   -0.032
 424   95.407   -0.015
 425   95.397   -0.012
 426   95.438    0.007
 427   95.354    0.036
 428   95.317    0.062
 429   95.332    0.120
 430   95.378    0.145
 431   95.384    0.150
 432   95.367   -0.028
 433   95.434   -0.275
 434   95.370   -0.248
 435   95.331   -0.175
 436   95.319   -0.144
 437   95.261   -0.140
 438   95.273   -0.123
 439   95.251   -0.138
 440   95.309   -0.069
 441   95.354   -0.076
 442   95.410   -0.095
 443   95.372   -0.127
 444   95.364   -0.173
 445   95.357   -0.186
 446   95.272   -0.223
 447   95.372   -0.251
 448   95.195   -0.247
 449   95.329   -0.309
 450   95.358   -0.246
 451   95.332   -0.102
 452   95.316   -0.115
 453   95.340   -0.126
 454   95.287   -0.179
 455   95.288   -0.251
 456   95.237   -0.288
 457   95.148   -0.298
 458   95.021   -0.299
 459   95.092   -0.275
 460   95.230   -0.254
 461   95.297   -0.218
 462   95.320   -0.229
 463   95.307   -0.333
 464   95.313   -0.403
 465   95.076   -0.504
 466   95.184   -0.404
 467   95.227   -0.366
 468   95.248   -0.338
 469   95.112   -0.281
 470   95.286   -0.193
 471   95.332   -0.204
 472   95.263   -0.221
 473   95.210   -0.231
 474   95.319   -0.209
 475   95.314   -0.212
 476   95.192   -0.224
 477   95.162   -0.180
 478   95.032   -0.161
 479   95.294   -0.044
 480   95.170   -0.220
 481   95.047   -0.395
 482   95.263   -0.390
 483   95.253   -0.396
 484   95.298   -0.414
 485   95.214   -0.337
 486   95.139   -0.324
 487   95.213   -0.276
 488   95.173   -0.300
 489   95.193   -0.292
 490   95.255   -0.283
 491   95.141   -0.310
 492   95.309   -0.316
 493   95.201   -0.343
 494   95.280   -0.372
 495   94.761   -0.568
 496   94.750   -0.546
 497   94.739   -0.523
 498   94.728   -0.501
 499   94.717   -0.479
 500   95.065   -0.447
 501   95.163   -0.306
 502   95.193   -0.172
 503   95.232   -0.232
 504   95.244   -0.312
 505   94.739   -0.501
 506   95.146   -0.374
 507   94.611   -0.529
 508   94.806   -0.477
 509   94.968   -0.398
 510   95.239   -0.325
 511   95.036   -0.305
 512   95.280   -0.266
 513   95.084   -0.383
 514   95.203   -0.476
 515   94.657   -0.744
 516   95.041   -0.584
 517   94.649   -0.666
 518   94.679   -0.619
 519   94.494   -0.648
 520   94.786   -0.524
 521   94.865   -0.442
 522   95.306   -0.316
 523   94.958   -0.419
 524   94.989   -0.407
 525   94.641   -0.556
 526   94.785   -0.514
 527   94.507   -0.584
 528   94.788   -0.478
 529   94.857   -0.484
 530   94.925   -0.489
 531   94.994   -0.495
 532   95.062   -0.500
 533   94.705   -0.535
 534   94.604   -0.594
 535   94.309   -0.751
 536   94.666   -0.678
 537   94.343   -0.796
 538   94.676   -0.585
 539   94.256   -0.689
 540   94.610   -0.537
 541   94.479   -0.596
 542   94.848   -0.456
 543   94.481   -0.693
 544   94.449   -0.808
 545   94.312   -0.846
 546   94.425   -0.798
 547   94.245   -0.830
 548   94.309   -0.771
 549   94.291   -0.749
 550   94.682   -0.643
 551   94.352   -0.817
 552   94.680   -0.721
 553   94.362   -0.837
 554   94.373   -0.844
 555   94.304   -0.839
 556   94.432   -0.766
 557   94.328   -0.807
 558   94.359   -0.786
 559   94.385   -0.749
 560   94.479   -0.670
 561   94.435   -0.745
 562   94.580   -0.720
 563   94.361   -0.980
 564   94.419   -0.983
 565   94.388   -0.967
 566   94.516   -0.884
 567   94.400   -0.891
 568   94.452   -0.870
 569   94.457   -0.843
