 35.000   7.000
  0.000  200
   128.000    128.000      0.000
 600    1
   1   94.822   -0.781
   2   94.866   -0.867
   3   94.760   -0.852
   4   94.763   -0.876
   5   94.760   -0.868
   6   94.769   -0.887
   7   94.784   -0.876
   8   94.762   -0.889
   9   94.820   -0.948
  10   94.787   -0.977
  11   94.805   -0.931
  12   94.794   -0.947
  13   94.818   -0.932
  14   94.798   -0.920
  15   94.836   -0.848
  16   94.826   -0.808
  17   94.843   -0.794
  18   94.860   -0.780
  19   94.878   -0.767
  20   94.914   -0.986
  21   94.909   -1.103
  22   94.889   -1.165
  23   94.893   -1.202
  24   94.908   -1.126
  25   94.961   -1.061
  26   94.954   -1.023
  27   94.956   -0.967
  28   94.981   -0.915
  29   95.009   -0.869
  30   95.046   -0.831
  31   95.086   -0.811
  32   95.094   -0.791
  33   95.060   -0.773
  34   95.082   -0.841
  35   95.096   -0.925
  36   95.057   -1.036
  37   95.018   -1.147
  38   95.121   -1.256
  39   95.105   -1.158
  40   95.127   -0.908
  41   95.127   -0.718
  42   95.156   -0.727
  43   95.148   -0.751
  44   95.142   -0.768
  45   95.110   -0.802
  46   95.237   -0.802
  47   95.173   -0.780
  48   95.153   -0.811
  49   95.169   -0.798
  50   95.214   -0.792
  51   95.213   -0.830
  52   95.244   -0.834
  53   95.235   -0.840
  54   95.237   -0.818
  55   95.204   -0.773
  56   95.195   -0.773
  57   95.282   -0.727
  58   95.271   -0.742
  59   95.278   -0.774
  60   95.258   -0.782
  61   95.309   -0.784
  62   95.318   -0.774
  63   95.315   -0.770
  64   95.324   -0.749
  65   95.338   -0.723
  66   95.351   -0.709
  67   95.374   -0.673
  68   95.373   -0.656
  69   95.450   -0.609
  70   95.466   -0.615
  71   95.462   -0.709
  72   95.465   -0.696
  73   95.486   -0.681
  74   95.503   -0.675
  75   95.519   -0.670
  76   95.536   -0.665
  77   95.589   -0.609
  78   95.639   -0.590
  79   95.641   -0.562
  80   95.649   -0.547
  81   95.688   -0.529
  82   95.721   -0.507
  83   95.736   -0.496
  84   95.709   -0.480
  85   95.683   -0.464
  86   95.757   -0.337
  87   95.757   -0.291
  88   95.758   -0.383
  89   95.760   -0.475
  90   95.762   -0.567
  91   95.805   -0.492
  92   95.790   -0.432
  93   95.834   -0.415
  94   95.825   -0.403
  95   95.844   -0.382
  96   95.858   -0.361
  97   95.883   -0.323
  98   95.909   -0.338
  99   95.911   -0.340
 100   95.945   -0.339
 101   95.928   -0.369
 102   95.957   -0.370
 103   95.926   -0.409
 104   95.936   -0.390
 105   95.995   -0.396
 106   95.960   -0.405
 107   95.985   -0.303
 108   96.002   -0.224
 109   96.003   -0.209
 110   96.043   -0.202
 111   96.036   -0.190
 112   96.057   -0.187
 113   96.023   -0.213
 114   96.046   -0.205
 115   96.032   -0.231
 116   96.051   -0.229
 117   96.069   -0.207
 118   96.080   -0.186
 119   96.117   -0.190
 120   96.173   -0.176
 121   96.165   -0.123
 122   96.173   -0.105
 123   96.154   -0.106
 124   96.108   -0.084
 125   96.144   -0.087
 126   96.175   -0.048
 127   96.206    -0.01
 128   96.235    0.011
 129   96.212    0.027
 130   96.265    0.049
 131   96.280    0.102
 132   96.257    0.169
 133   96.299    0.151
 134   96.260    0.183
 135   96.258    0.161
 136   96.282    0.209
 137   96.292    0.279
 138   96.322    0.333
 139   96.327    0.378
 140   96.319    0.338
 141   96.297    0.186
 142   96.240   -0.052
 143   96.174   -0.079
 144   96.197   -0.056
 145   96.198    0.072
 146   96.227    0.105
 147   96.255    0.112
 148   96.258    0.144
 149   96.249    0.173
 150   96.250    0.177
 151   96.281    0.110
 152   96.248    0.004
 153   96.195   -0.108
 154   96.197   -0.070
 155   96.160   -0.088
 156   96.169    0.036
 157   96.175    0.076
 158   96.181    0.085
 159   96.167    0.080
 160   96.178    0.078
 161   96.159    0.093
 162   96.144    0.118
 163   96.134    0.107
 164   96.163    0.124
 165   96.174    0.104
 166   96.158    0.115
 167   96.163    0.130
 168   96.191    0.152
 169   96.214    0.147
 170   96.217    0.184
 171   96.230    0.121
 172   96.252    0.302
 173   96.176    0.127
 174   96.177    0.119
 175   96.161    0.053
 176   96.188    0.082
 177   96.207    0.124
 178   96.249    0.145
 179   96.224    0.151
 180   96.250    0.216
 181   96.250    0.281
 182   96.264    0.305
 183   96.248    0.292
 184   96.249    0.307
 185   96.241    0.321
 186   96.241    0.354
 187   96.224    0.413
 188   96.252    0.447
 189   96.267    0.508
 190   96.238    0.557
 191   96.213    0.383
 192   96.188    0.208
 193   96.163    0.034
 194   96.165    0.099
 195   96.137    0.156
 196   96.169    0.174
 197   96.192    0.250
 198   96.201    0.280
 199   96.162    0.264
 200   96.180    0.248
 201   96.186    0.188
 202   96.167    0.141
 203   96.115    0.083
 204   96.132    0.079
 205   96.150    0.079
 206   96.106    0.177
 207   96.123    0.206
 208   96.124    0.231
 209   96.144    0.249
 210   96.129    0.257
 211   96.094    0.259
 212   96.077    0.249
 213   96.071    0.212
 214   96.093    0.223
 215   96.040    0.190
 216   96.052    0.215
 217   96.088    0.250
 218   96.099    0.268
 219   96.114    0.272
 220   96.156    0.260
 221   96.158    0.318
 222   96.146    0.358
 223   96.083    0.317
 224   96.079    0.282
 225   96.061    0.229
 226   96.097    0.285
 227   96.095    0.311
 228   96.139    0.326
 229   96.151    0.348
 230   96.136    0.333
 231   96.143    0.311
 232   96.129    0.299
 233   96.096    0.254
 234   96.098    0.290
 235   96.118    0.324
 236   96.122    0.357
 237   96.143    0.421
 238   96.150    0.442
 239   96.157    0.467
 240   96.128    0.501
 241   96.151    0.566
 242   96.113    0.409
 243   96.074    0.252
 244   96.036    0.096
 245   96.042    0.159
 246   96.018    0.218
 247   96.123    0.225
 248   96.056    0.266
 249   96.016    0.283
 250   96.063    0.315
 251   96.070    0.279
 252   96.045    0.235
 253   96.033    0.170
 254   96.010    0.180
 255   95.995    0.101
 256   95.990    0.164
 257   95.999    0.231
 258   96.027    0.224
 259   95.954    0.253
 260   95.973    0.307
 261   95.961    0.269
 262   95.966    0.282
 263   95.919    0.209
 264   95.934    0.215
 265   95.900    0.173
 266   95.939    0.199
 267   95.963    0.227
 268   95.964    0.255
 269   95.943    0.227
 270   95.966    0.250
 271   95.986    0.306
 272   96.008    0.379
 273   95.975    0.420
 274   95.979    0.465
 275   95.976    0.318
 276   95.955    0.267
 277   95.976    0.267
 278   96.018    0.312
 279   95.976    0.326
 280   95.989    0.337
 281   96.055    0.344
 282   96.011    0.349
 283   96.006    0.340
 284   95.997    0.331
 285   95.965    0.256
 286   96.017    0.281
 287   96.004    0.337
 288   96.009    0.351
 289   96.033    0.380
 290   95.989    0.438
 291   95.998    0.449
 292   95.986    0.441
 293   95.926    0.105
 294   95.927    0.081
 295   95.921    0.138
 296   95.917    0.206
 297   95.914    0.234
 298   95.930    0.243
 299   95.927    0.274
 300   95.938    0.304
 301   95.949    0.281
 302   95.925    0.249
 303   95.907    0.171
 304   95.874    0.082
 305   95.865    0.003
 306   95.818    0.020
 307   95.861    0.251
 308   95.887    0.225
 309   95.876    0.249
 310   95.870    0.239
 311   95.843    0.248
 312   95.831    0.240
 313   95.824    0.193
 314   95.823    0.170
 315   95.789    0.076
 316   95.786    0.039
 317   95.825    0.125
 318   95.844    0.144
 319   95.866    0.172
 320   95.887    0.232
 321   95.905    0.298
 322   95.874    0.340
 323   95.799    0.266
 324   95.826    0.249
 325   95.788    0.131
 326   95.792    0.161
 327   95.820    0.199
 328   95.818    0.232
 329   95.841    0.236
 330   95.880    0.260
 331   95.888    0.285
 332   95.909    0.286
 333   95.868    0.241
 334   95.867    0.247
 335   95.823    0.232
 336   95.872    0.275
 337   95.886    0.349
 338   95.893    0.333
 339   95.918    0.366
 340   95.900    0.398
 341   95.916    0.471
 342   95.826    0.092
 343   95.748   -0.065
 344   95.783   -0.028
 345   95.762    0.058
 346   95.797    0.127
 347   95.761    0.104
 348   95.829    0.196
 349   95.780    0.208
 350   95.814    0.197
 351   95.829    0.186
 352   95.790    0.152
 353   95.746    0.036
 354   95.779    0.013
 355   95.724   -0.189
 356   95.720   -0.210
 357   95.785   -0.059
 358   95.739    0.001
 359   95.750    0.129
 360   95.740    0.142
 361   95.780    0.128
 362   95.753    0.125
 363   95.755    0.043
 364   95.707    0.027
 365   95.718    0.012
 366   95.718    0.031
 367   95.722    0.025
 368   95.716    0.037
 369   95.796    0.050
 370   95.792    0.091
 371   95.837    0.119
 372   95.801    0.122
 373   95.797   -0.025
 374   95.727   -0.062
 375   95.725   -0.125
 376   95.746   -0.054
 377   95.771    0.001
 378   95.792    0.031
 379   95.788    0.064
 380   95.811    0.097
 381   95.841    0.129
 382   95.842    0.128
 383   95.838    0.101
 384   95.849    0.114
 385   95.810    0.127
 386   95.855    0.139
 387   95.821    0.187
 388   95.819    0.211
 389   95.856    0.260
 390   95.867    0.300
 391   95.829    0.115
 392   95.816   -0.158
 393   95.757   -0.159
 394   95.826   -0.076
 395   95.722   -0.035
 396   95.789   -0.001
 397   95.770    0.014
 398   95.807    0.032
 399   95.782    0.037
 400   95.812    0.078
 401   95.810    0.107
 402   95.811    0.044
 403   95.790    0.006
 404   95.799   -0.082
 405   95.758   -0.186
 406   95.746   -0.211
 407   95.721   -0.175
 408   95.712   -0.076
 409   95.693    0.014
 410   95.713   -0.012
 411   95.678   -0.065
 412   95.790   -0.081
 413   95.724   -0.106
 414   95.696   -0.095
 415   95.633   -0.058
 416   95.682   -0.118
 417   95.720   -0.056
 418   95.714   -0.017
 419   95.704    0.039
 420   95.731    0.059
 421   95.754    0.082
 422   95.723    0.093
 423   95.726   -0.028
 424   95.697   -0.160
 425   95.719   -0.147
 426   95.737   -0.119
 427   95.688   -0.097
 428   95.676   -0.046
 429   95.702   -0.029
 430   95.719   -0.011
 431   95.729    0.049
 432   95.720    0.063
 433   95.722    0.055
 434   95.757    0.076
 435   95.647    0.088
 436   95.653    0.100
 437   95.702    0.167
 438   95.755    0.180
 439   95.701    0.246
 440   95.696    0.112
 441   95.768   -0.055
 442   95.766   -0.177
 443   95.624   -0.168
 444   95.580   -0.124
 445   95.621   -0.090
 446   95.612   -0.067
 447   95.505   -0.045
 448   95.608   -0.027
 449   95.621   -0.031
 450   95.716    0.007
 451   95.655   -0.021
 452   95.690   -0.094
 453   95.649   -0.126
 454   95.607   -0.103
 455   95.684   -0.180
 456   95.550   -0.191
 457   95.670   -0.230
 458   95.635   -0.165
 459   95.629   -0.023
 460   95.556   -0.032
 461   95.603   -0.031
 462   95.654   -0.053
 463   95.599   -0.124
 464   95.606   -0.207
 465   95.537   -0.232
 466   95.538   -0.217
 467   95.534   -0.214
 468   95.574   -0.195
 469   95.584   -0.167
 470   95.657   -0.115
 471   95.631   -0.148
 472   95.599   -0.238
 473   95.387   -0.414
 474   95.522   -0.356
 475   95.565   -0.300
 476   95.548   -0.267
 477   95.552   -0.182
 478   95.593   -0.158
 479   95.592   -0.155
 480   95.629   -0.165
 481   95.374   -0.196
 482   95.654   -0.139
 483   95.620   -0.159
 484   95.605   -0.169
 485   95.451   -0.162
 486   95.348   -0.142
 487   95.582    0.031
 488   95.549    0.055
 489   95.527    0.019
 490   95.632   -0.159
 491   95.579   -0.365
 492   95.600   -0.391
 493   95.183   -0.393
 494   95.533   -0.269
 495   95.468   -0.228
 496   95.479   -0.225
 497   95.268   -0.262
 498   95.562   -0.209
 499   95.522   -0.211
 500   95.616   -0.210
 501   95.497   -0.294
 502   95.577   -0.267
 503   95.464   -0.376
 504   95.467   -0.351
 505   95.420   -0.367
 506   95.372   -0.383
 507   95.325   -0.400
 508   95.494   -0.356
 509   95.475   -0.207
 510   95.548   -0.067
 511   95.528   -0.130
 512   95.526   -0.162
 513   95.032   -0.422
 514   95.428   -0.295
 515   94.765   -0.478
 516   95.122   -0.402
 517   95.059   -0.390
 518   95.398   -0.306
 519   95.487   -0.244
 520   95.536   -0.208
 521   95.364   -0.289
 522   95.465   -0.309
 523   94.867   -0.664
 524   95.269   -0.523
 525   94.829   -0.632
 526   95.138   -0.463
 527   94.659   -0.591
 528   95.092   -0.401
 529   95.267   -0.300
 530   95.507   -0.244
 531   95.191   -0.341
 532   95.358   -0.325
 533   94.907   -0.465
 534   95.358   -0.345
 535   94.680   -0.565
 536   94.976   -0.459
 537   94.909   -0.369
 538   94.876   -0.474
 539   94.843   -0.578
 540   94.810   -0.683
 541   94.904   -0.523
 542   94.816   -0.556
 543   94.524   -0.701
 544   94.874   -0.609
 545   94.585   -0.742
 546   94.944   -0.519
 547   94.471   -0.632
 548   94.780   -0.484
 549   94.704   -0.533
 550   95.004   -0.399
 551   94.589   -0.648
 552   94.687   -0.666
 553   94.507   -0.791
 554   94.891   -0.649
 555   94.490   -0.784
 556   94.581   -0.735
 557   94.492   -0.716
 558   94.836   -0.614
 559   94.518   -0.766
 560   94.907   -0.664
 561   94.539   -0.795
 562   94.516   -0.806
 563   94.495   -0.773
 564   94.708   -0.686
 565   94.512   -0.767
 566   94.562   -0.753
 567   94.569   -0.711
 568   94.713   -0.643
 569   94.664   -0.644
 570   94.941   -0.507
 571   94.588   -0.850
 572   94.577   -0.941
 573   94.598   -0.944
