 35.000   7.000
  0.000  200
   128.000    128.000      0.000
 600    1
   1   94.221   -0.940
   2   94.154   -0.974
   3   94.217   -0.927
   4   94.200   -0.908
   5   94.193   -0.914
   6   94.201   -0.905
   7   94.217   -0.836
   8   94.223   -0.795
   9   94.241   -0.776
  10   94.258   -0.811
  11   94.293   -0.949
  12   94.259   -1.095
  13   94.274   -1.140
  14   94.280   -1.181
  15   94.266   -1.166
  16   94.281   -1.101
  17   94.299   -1.050
  18   94.311   -1.022
  19   94.332   -0.961
  20   94.371   -0.896
  21   94.370   -0.857
  22   94.413   -0.822
  23   94.434   -0.814
  24   94.446   -0.733
  25   94.427   -0.798
  26   94.465   -0.876
  27   94.453   -1.076
  28   94.429   -1.144
  29   94.462   -1.234
  30   94.518   -1.212
  31   94.469   -1.031
  32   94.504   -0.800
  33   94.485   -0.726
  34   94.524   -0.719
  35   94.495   -0.749
  36   94.494   -0.779
  37   94.507   -0.785
  38   94.520   -0.792
  39   94.532   -0.798
  40   94.539   -0.813
  41   94.559   -0.800
  42   94.575   -0.789
  43   94.583   -0.826
  44   94.542   -0.810
  45   94.594   -0.796
  46   94.601   -0.780
  47   94.564   -0.737
  48   94.575   -0.743
  49   94.587   -0.750
  50   94.599   -0.757
  51   94.597   -0.826
  52   94.621   -0.809
  53   94.660   -0.797
  54   94.644   -0.773
  55   94.651   -0.742
  56   94.659   -0.731
  57   94.679   -0.693
  58   94.693   -0.681
  59   94.705   -0.648
  60   94.733   -0.624
  61   94.763   -0.624
  62   94.772   -0.675
  63   94.797   -0.728
  64   94.785   -0.706
  65   94.798   -0.689
  66   94.829   -0.665
  67   94.844   -0.663
  68   94.860   -0.661
  69   94.897   -0.593
  70   94.902   -0.580
  71   94.926   -0.544
  72   94.971   -0.526
  73   94.991   -0.512
  74   94.997   -0.484
  75   94.997   -0.473
  76   95.018   -0.437
  77   95.022   -0.349
  78   95.032   -0.354
  79   95.029   -0.436
  80   95.025   -0.517
  81   95.022   -0.599
  82   95.086   -0.522
  83   95.065   -0.439
  84   95.072   -0.403
  85   95.078   -0.400
  86   95.090   -0.389
  87   95.094   -0.354
  88   95.096   -0.351
  89   95.133   -0.338
  90   95.134   -0.322
  91   95.145   -0.329
  92   95.194   -0.346
  93   95.191   -0.340
  94   95.183   -0.361
  95   95.182   -0.388
  96   95.117   -0.409
  97   95.182   -0.399
  98   95.184   -0.375
  99   95.206   -0.247
 100   95.227   -0.214
 101   95.238   -0.202
 102   95.279   -0.206
 103   95.256   -0.184
 104   95.296   -0.191
 105   95.254   -0.222
 106   95.277   -0.202
 107   95.270   -0.206
 108   95.299   -0.195
 109   95.309   -0.164
 110   95.337   -0.160
 111   95.354   -0.169
 112   95.353   -0.168
 113   95.389   -0.126
 114   95.357   -0.043
 115   95.314   -0.094
 116   95.348   -0.079
 117   95.365   -0.059
 118   95.358   -0.037
 119   95.397   -0.006
 120   95.406    0.017
 121   95.419    0.052
 122   95.442    0.063
 123   95.455    0.160
 124   95.461    0.193
 125   95.412    0.183
 126   95.439    0.200
 127   95.440    0.185
 128   95.452    0.239
 129   95.461    0.314
 130   95.469    0.370
 131   95.484    0.364
 132   95.435    0.064
 133   95.424    0.015
 134   95.413   -0.035
 135   95.397   -0.025
 136   95.417   -0.005
 137   95.372    0.110
 138   95.422    0.128
 139   95.407    0.126
 140   95.400    0.153
 141   95.396    0.154
 142   95.400    0.158
 143   95.409    0.069
 144   95.394   -0.042
 145   95.347   -0.090
 146   95.353   -0.075
 147   95.317   -0.031
 148   95.324    0.047
 149   95.330    0.076
 150   95.328    0.090
 151   95.324    0.075
 152   95.360    0.098
 153   95.371    0.135
 154   95.346    0.145
 155   95.295    0.114
 156   95.310    0.117
 157   95.280    0.078
 158   95.295    0.101
 159   95.355    0.124
 160   95.356    0.145
 161   95.362    0.149
 162   95.358    0.170
 163   95.335    0.227
 164   95.312    0.285
 165   95.318    0.130
 166   95.343    0.121
 167   95.340    0.111
 168   95.367    0.132
 169   95.380    0.119
 170   95.360    0.125
 171   95.370    0.167
 172   95.369    0.236
 173   95.381    0.300
 174   95.371    0.303
 175   95.381    0.286
 176   95.378    0.312
 177   95.353    0.329
 178   95.375    0.385
 179   95.394    0.445
 180   95.398    0.504
 181   95.429    0.536
 182   95.397    0.361
 183   95.364    0.186
 184   95.332    0.011
 185   95.291    0.088
 186   95.298    0.137
 187   95.292    0.166
 188   95.331    0.205
 189   95.319    0.260
 190   95.328    0.293
 191   95.296    0.261
 192   95.301    0.250
 193   95.333    0.175
 194   95.316    0.128
 195   95.275    0.087
 196   95.226    0.054
 197   95.231    0.108
 198   95.248    0.157
 199   95.255    0.216
 200   95.272    0.229
 201   95.273    0.230
 202   95.259    0.246
 203   95.253    0.250
 204   95.228    0.242
 205   95.220    0.192
 206   95.226    0.214
 207   95.195    0.193
 208   95.238    0.231
 209   95.245    0.259
 210   95.244    0.260
 211   95.261    0.265
 212   95.268    0.271
 213   95.271    0.324
 214   95.259    0.350
 215   95.237    0.326
 216   95.220    0.283
 217   95.200    0.253
 218   95.209    0.262
 219   95.236    0.288
 220   95.221    0.316
 221   95.259    0.310
 222   95.244    0.301
 223   95.247    0.306
 224   95.242    0.314
 225   95.197    0.267
 226   95.223    0.290
 227   95.221    0.322
 228   95.247    0.382
 229   95.259    0.438
 230   95.247    0.451
 231   95.237    0.500
 232   95.283    0.547
 233   95.195    0.515
 234   95.182    0.374
 235   95.169    0.234
 236   95.156    0.093
 237   95.166    0.199
 238   95.153    0.221
 239   95.152    0.261
 240   95.164    0.276
 241   95.172    0.293
 242   95.183    0.300
 243   95.164    0.281
 244   95.162    0.235
 245   95.117    0.128
 246   95.141    0.125
 247   95.100    0.071
 248   95.082    0.171
 249   95.079    0.188
 250   95.113    0.257
 251   95.082    0.239
 252   95.063    0.265
 253   95.058    0.254
 254   95.095    0.273
 255   95.060    0.214
 256   95.063    0.196
 257   95.043    0.178
 258   95.037    0.194
 259   95.047    0.200
 260   95.059    0.220
 261   95.055    0.217
 262   95.068    0.262
 263   95.081    0.346
 264   95.089    0.406
 265   95.083    0.433
 266   95.059    0.415
 267   95.032    0.220
 268   95.039    0.223
 269   95.079    0.273
 270   95.074    0.336
 271   95.093    0.329
 272   95.112    0.320
 273   95.100    0.295
 274   95.084    0.291
 275   95.070    0.249
 276   95.072    0.250
 277   95.035    0.121
 278   95.083    0.253
 279   95.076    0.311
 280   95.079    0.323
 281   95.148    0.412
 282   95.071    0.440
 283   95.093    0.452
 284   95.065    0.391
 285   95.018    0.051
 286   95.033    0.106
 287   94.989    0.146
 288   95.014    0.194
 289   95.028    0.200
 290   95.008    0.201
 291   95.010    0.235
 292   95.022    0.259
 293   95.026    0.248
 294   95.006    0.214
 295   94.948    0.101
 296   94.940    0.044
 297   94.934   -0.037
 298   94.930   -0.031
 299   94.941    0.216
 300   94.967    0.217
 301   94.922    0.239
 302   94.966    0.230
 303   94.966    0.233
 304   94.952    0.214
 305   94.922    0.142
 306   94.926    0.120
 307   94.907    0.050
 308   94.897    0.049
 309   94.918    0.102
 310   94.925    0.121
 311   94.943    0.163
 312   94.935    0.205
 313   94.966    0.278
 314   94.966    0.348
 315   94.911    0.215
 316   94.902    0.167
 317   94.896    0.096
 318   94.883    0.120
 319   94.911    0.176
 320   94.910    0.198
 321   94.936    0.222
 322   94.961    0.247
 323   94.972    0.262
 324   94.978    0.258
 325   94.939    0.202
 326   94.945    0.196
 327   94.934    0.198
 328   94.944    0.238
 329   94.968    0.287
 330   94.960    0.284
 331   94.952    0.340
 332   94.945    0.327
 333   94.915    0.206
 334   94.885    0.084
 335   94.855   -0.038
 336   94.851   -0.025
 337   94.864    0.071
 338   94.865    0.118
 339   94.878    0.147
 340   94.902    0.172
 341   94.896    0.176
 342   94.887    0.174
 343   94.887    0.156
 344   94.896    0.097
 345   94.874    0.012
 346   94.836   -0.097
 347   94.816   -0.266
 348   94.818   -0.238
 349   94.854   -0.087
 350   94.862    0.046
 351   94.844    0.130
 352   94.848    0.107
 353   94.852    0.088
 354   94.850    0.073
 355   94.782   -0.016
 356   94.797   -0.009
 357   94.787   -0.041
 358   94.793   -0.021
 359   94.795   -0.007
 360   94.788    0.006
 361   94.876    0.030
 362   94.855    0.057
 363   94.906    0.074
 364   94.867    0.035
 365   94.826   -0.139
 366   94.815   -0.131
 367   94.806   -0.149
 368   94.822   -0.081
 369   94.859   -0.036
 370   94.882    0.013
 371   94.882    0.037
 372   94.918    0.063
 373   94.929    0.086
 374   94.920    0.083
 375   94.892    0.043
 376   94.904    0.048
 377   94.885    0.078
 378   94.922    0.075
 379   94.931    0.152
 380   94.903    0.185
 381   94.927    0.234
 382   94.906    0.127
 383   94.886    0.020
 384   94.865   -0.086
 385   94.844   -0.193
 386   94.898   -0.095
 387   94.833   -0.056
 388   94.861   -0.009
 389   94.870   -0.018
 390   94.850    0.001
 391   94.845    0.012
 392   94.890    0.034
 393   94.886    0.018
 394   94.880   -0.019
 395   94.877   -0.095
 396   94.859   -0.131
 397   94.841   -0.267
 398   94.794   -0.261
 399   94.859   -0.159
 400   94.843   -0.070
 401   94.808   -0.058
 402   94.769   -0.072
 403   94.838   -0.087
 404   94.826   -0.121
 405   94.809   -0.145
 406   94.783   -0.147
 407   94.760   -0.155
 408   94.788   -0.141
 409   94.794   -0.092
 410   94.815   -0.051
 411   94.834   -0.002
 412   94.814    0.033
 413   94.854    0.037
 414   94.868   -0.026
 415   94.790   -0.171
 416   94.780   -0.202
 417   94.803   -0.182
 418   94.799   -0.152
 419   94.820   -0.128
 420   94.807   -0.087
 421   94.825   -0.071
 422   94.837   -0.073
 423   94.851   -0.022
 424   94.849    0.012
 425   94.846    0.015
 426   94.866    0.043
 427   94.813    0.057
 428   94.731    0.073
 429   94.774    0.137
 430   94.835    0.158
 431   94.820    0.182
 432   94.833   -0.038
 433   94.865   -0.234
 434   94.805   -0.228
 435   94.770   -0.158
 436   94.770   -0.132
 437   94.768   -0.117
 438   94.757   -0.085
 439   94.748   -0.108
 440   94.767   -0.042
 441   94.797   -0.053
 442   94.850   -0.057
 443   94.843   -0.126
 444   94.788   -0.152
 445   94.791   -0.147
 446   94.772   -0.190
 447   94.710   -0.221
 448   94.690   -0.217
 449   94.786   -0.281
 450   94.813   -0.191
 451   94.784   -0.041
 452   94.804   -0.083
 453   94.794   -0.082
 454   94.780   -0.134
 455   94.742   -0.209
 456   94.727   -0.265
 457   94.686   -0.269
 458   94.630   -0.265
 459   94.720   -0.230
 460   94.658   -0.231
 461   94.781   -0.189
 462   94.777   -0.177
 463   94.775   -0.272
 464   94.756   -0.358
 465   94.546   -0.482
 466   94.709   -0.347
 467   94.650   -0.334
 468   94.694   -0.309
 469   94.767   -0.223
 470   94.744   -0.183
 471   94.773   -0.187
 472   94.769   -0.188
 473   94.554   -0.234
 474   94.776   -0.182
 475   94.774   -0.189
 476   94.685   -0.200
 477   94.645   -0.153
 478   94.517   -0.142
 479   94.788    0.006
 480   94.769   -0.109
 481   94.750   -0.224
 482   94.731   -0.339
 483   94.724   -0.375
 484   94.671   -0.406
 485   94.524   -0.352
 486   94.665   -0.285
 487   94.646   -0.257
 488   94.656   -0.262
 489   94.575   -0.282
 490   94.699   -0.261
 491   94.696   -0.278
 492   94.746   -0.271
 493   94.635   -0.319
 494   94.759   -0.331
 495   94.305   -0.538
 496   94.410   -0.489
 497   94.515   -0.441
 498   94.620   -0.393
 499   94.457   -0.419
 500   94.606   -0.411
 501   94.655   -0.232
 502   94.628   -0.182
 503   94.709   -0.188
 504   94.686   -0.276
 505   94.261   -0.483
 506   94.616   -0.342
 507   94.216   -0.483
 508   94.495   -0.408
 509   94.471   -0.378
 510   94.443   -0.364
 511   94.569   -0.275
 512   94.767   -0.241
 513   94.590   -0.348
 514   94.705   -0.426
 515   94.242   -0.693
 516   94.567   -0.539
 517   94.231   -0.636
 518   94.312   -0.533
 519   94.080   -0.601
 520   94.453   -0.415
 521   94.569   -0.351
 522   94.495   -0.371
 523   94.399   -0.390
 524   94.580   -0.349
 525   94.223   -0.518
 526   94.318   -0.491
 527   94.044   -0.549
 528   94.295   -0.465
 529   94.357   -0.464
 530   94.419   -0.462
 531   94.481   -0.461
 532   94.543   -0.460
 533   94.281   -0.517
 534   94.186   -0.565
 535   93.945   -0.730
 536   94.228   -0.657
 537   93.947   -0.762
 538   94.227   -0.548
 539   93.868   -0.658
 540   94.155   -0.518
 541   94.064   -0.574
 542   94.341   -0.443
 543   93.992   -0.754
 544   94.090   -0.737
 545   93.949   -0.808
 546   94.243   -0.654
 547   94.003   -0.774
 548   93.927   -0.769
 549   93.954   -0.715
 550   94.233   -0.627
 551   93.957   -0.810
 552   94.225   -0.699
 553   93.971   -0.826
 554   93.969   -0.815
 555   93.955   -0.815
 556   94.088   -0.715
 557   93.960   -0.791
 558   94.006   -0.753
 559   93.995   -0.710
 560   94.111   -0.628
 561   94.042   -0.702
 562   94.307   -0.555
 563   93.993   -0.936
 564   94.029   -0.944
 565   94.005   -0.939
 566   94.180   -0.826
 567   94.033   -0.865
 568   94.062   -0.848
 569   94.060   -0.818
 570   94.079   -0.789
 571   94.086   -0.772
